111.72214 588.0 4.751650569382690e-56
213.72214 561.0 8.543252482823997e12
273.72214 552.0 7.439148411806967e51
275.72214 528.0 8.415448299378296e51
269.72214 543.0 2.088038264736108e49
231.72214 555.0 5.806628798554798e24
231.72214 543.0 1.290361955234400e24
233.72214 558.0 1.805012827395579e26
241.72214 555.0 3.054405756536885e31
237.72214 561.0 8.004476323663010e28
289.72214 552.0 8.053506748335782e61
273.72214 555.0 8.340863370813872e51
291.72214 540.0 3.538618133855387e62
253.72214 555.0 2.247160242557173e39
239.72214 555.0 1.366799427124117e30
217.72214 570.0 4.970638036470074e15
243.72214 570.0 3.895986179803690e32
237.72214 576.0 2.579220148735859e28
235.72214 579.0 5.717433008441254e26
229.72214 573.0 2.605210194203394e23
221.72214 561.0 1.779250017063841e18
189.72214 579.0 8.100051940568232e-5
215.72214 573.0 1.190374308062766e14
251.72214 555.0 9.548405409983451e37
255.72214 546.0 2.089991894017592e40
283.72214 546.0 1.078972762808201e58
269.72214 564.0 1.903799594318216e49
249.72214 579.0 3.031958117871004e35
227.72214 558.0 1.945299172938136e22
243.72214 558.0 7.130389800772792e32
297.72214 555.0 3.918175424357661e66
259.72214 549.0 1.005410948399228e43
307.72214 546.0 3.831276333220897e72
291.72214 549.0 8.341028458373411e62
263.72214 564.0 3.615476518483721e45
231.72214 561.0 9.355124175449397e24
219.72214 552.0 4.241359763440723e16
219.72214 546.0 1.256699189167622e16
225.72214 576.0 3.769247584354626e20
229.72214 579.0 5.848431048211701e22
239.72214 573.0 6.833997135620584e29
275.72214 546.0 1.178162761912961e53
175.72214 573.0 2.924595064026664e-14
227.72214 564.0 1.971586999599462e22
243.72214 543.0 1.617201810484551e32
247.72214 549.0 1.591150333423221e35
231.72214 576.0 1.075301629362000e24
237.72214 549.0 5.336317549108673e28
225.72214 558.0 7.408521114076333e20
225.72214 555.0 7.798443277975088e20
237.72214 570.0 5.958887929838018e28
237.72214 567.0 7.292967317115187e28
211.72214 576.0 1.689551871633407e11
229.72214 576.0 1.488691539544797e23
247.72214 564.0 3.032192144825383e35
227.72214 567.0 2.024162652922114e22
223.72214 567.0 4.626865192698701e19
265.72214 543.0 3.827471598225808e46
237.72214 573.0 3.468606406920637e28
233.72214 564.0 1.739771399899353e26
229.72214 558.0 4.200236843715676e23
219.72214 567.0 8.325632128235493e16
211.72214 561.0 2.534327807450110e11
221.72214 564.0 2.287607164796367e18
201.72214 570.0 3.604786485644791e4
207.72214 564.0 6.194956420376507e8
231.72214 567.0 8.817473360768397e24
225.72214 567.0 7.798443277975088e20
205.72214 564.0 2.835971565704589e7
247.72214 567.0 2.011454195082185e35
249.72214 549.0 3.517071416730365e36
265.72214 552.0 1.004711294534275e47
221.72214 576.0 7.9430804333207192e17
191.72214 564.0 2.457492437370200e-3
215.72214 567.0 1.919958561391558e14
229.72214 561.0 4.572409728601875e23
245.72214 564.0 1.188608688746153e34
237.72214 564.0 9.338555710940178e28
247.72214 576.0 3.302387484463288e34
201.72214 561.0 4.159369021897836e4
245.72214 567.0 1.322327166230096e34
199.72214 570.0 1.645146101068160e3
259.72214 564.0 1.146168481175120e43
257.72214 570.0 3.104064500472253e41
221.72214 558.0 1.874566982263690e18
235.72214 558.0 4.705887168486263e27
221.72214 567.0 2.287607164796367e18
241.72214 576.0 8.363253857184327e30
259.72214 552.0 1.186384919111089e43
261.72214 567.0 1.449720933602119e44
251.72214 561.0 1.248637630536297e38
241.72214 570.0 2.254442344110558e31
261.72214 558.0 3.020251945004414e44
225.72214 564.0 1.039792437063345e21
245.72214 579.0 1.485760860932692e33
259.72214 555.0 1.327142451886981e43
269.72214 561.0 2.149451154875405e49
249.72214 564.0 5.275607125095547e36
207.72214 573.0 5.965513589992192e8
223.72214 573.0 2.120646546653571e19
249.72214 555.0 5.760720423954908e36
265.72214 546.0 5.103295464301077e46
269.72214 552.0 2.763580056268378e49
251.72214 564.0 1.138463721959565e38
259.72214 546.0 5.429219121355833e42
275.72214 552.0 1.430626210894310e53
287.72214 543.0 2.098872060663302e60
233.72214 552.0 1.217839979929547e26
231.72214 558.0 7.742171731406398e24
229.72214 552.0 2.126702199349709e23
233.72214 573.0 8.481385574509345e25
269.72214 558.0 2.702167166129081e49
241.72214 567.0 3.345301542873731e31
261.72214 555.0 3.181332048737983e44
227.72214 549.0 7.360591465171324e21
245.72214 573.0 4.160130410611537e33
273.72214 564.0 4.508574795034525e51
281.72214 549.0 8.297888195550977e56
245.72214 546.0 4.605858668891344e33
265.72214 558.0 8.452333112748659e46
271.72214 552.0 5.453363303663278e50
233.72214 561.0 2.087725679879224e26
243.72214 555.0 6.836353107957419e32
249.72214 552.0 3.698988903802625e36
227.72214 561.0 2.155601786228745e22
241.72214 564.0 3.308939569581625e31
213.72214 573.0 7.024452041433064e12
203.72214 573.0 6.730236557504834e5
237.72214 558.0 8.182353575299965e28
261.72214 564.0 2.295391478203355e44
261.72214 528.0 4.027002593339219e42
275.72214 537.0 4.207724149689148e52
251.72214 558.0 1.052772904177663e38
257.72214 549.0 4.405768968412231e41
217.72214 555.0 2.096987921635813e15
279.72214 555.0 5.198430929351662e55
191.72214 558.0 2.457492437370200e-3
211.72214 573.0 2.158871835976020e11
227.72214 573.0 1.077800893114372e22
211.72214 567.0 3.566831729003859e11
291.72214 561.0 5.560685638915607e62
241.72214 561.0 3.708921275794788e31
253.72214 549.0 1.358173772974116e39
279.72214 552.0 4.651227673630435e55
259.72214 558.0 1.508116422598843e43
277.72214 543.0 1.843828338132336e54
271.72214 537.0 1.066962385499337e50
235.72214 549.0 2.286973203376502e27
251.72214 540.0 1.836231809612202e37
275.72214 549.0 1.304394486403636e53
287.72214 558.0 3.987856915260274e60
263.72214 558.0 3.695820441116693e45
261.72214 561.0 2.657821711603885e44
247.72214 546.0 9.306728365305630e34
245.72214 570.0 6.091619529824036e33
211.72214 570.0 3.566831729003859e11
205.72214 567.0 2.155338389935488e7
221.72214 570.0 1.7157053735972753e18
259.72214 567.0 6.635712259434907e42
261.72214 573.0 4.832403112007063e43
253.72214 561.0 2.049607693760938e39
239.72214 564.0 1.546641457008869e30
263.72214 549.0 3.615476518483721e45
267.72214 549.0 1.194658659753147e48
261.72214 552.0 2.295391478203355e44
251.72214 570.0 5.998357244733194e37
251.72214 546.0 3.917294527172698e37
205.72214 552.0 9.075109010254685e6
235.72214 561.0 4.354045137197571e27
233.72214 567.0 1.957242824886772e26
251.72214 552.0 9.181159048061011e37
249.72214 534.0 6.063916235742009e35
273.72214 567.0 4.508574795034525e51
241.72214 549.0 1.309031038515808e31
263.72214 555.0 4.900979280611266e45
281.72214 540.0 2.844990238474621e56
233.72214 555.0 1.652782829904385e26
261.72214 546.0 1.409450907668727e44
231.72214 564.0 1.075301629362000e25
237.72214 579.0 6.225703807293452e27
289.72214 543.0 4.273289295035313e61
263.72214 552.0 4.499259667446408e45
213.72214 570.0 6.075201765563731e12
213.72214 576.0 3.227450937955732e12
243.72214 561.0 7.424426493588164e32
255.72214 558.0 3.831651805698918e40
249.72214 573.0 2.183009844867123e36
221.72214 573.0 1.080258938931618e18
259.72214 561.0 1.407575327758920e43
217.72214 573.0 2.873650114834262e15
239.72214 567.0 1.690515080916671e30
217.72214 552.0 2.096987921635813e15
261.72214 549.0 2.537011633803708e44
235.72214 546.0 9.235853321328180e26
255.72214 540.0 7.961873881971778e39
211.72214 564.0 3.754559714740904e11
245.72214 561.0 1.485760860932692e34
247.72214 561.0 3.182300666846441e35
247.72214 555.0 2.551844874357995e35
243.72214 537.0 5.880733856307457e31
237.72214 552.0 4.802685794197806e28
271.72214 561.0 4.030746789664162e50
245.72214 555.0 1.084605428480865e34
241.72214 552.0 2.436252210571087e31
227.72214 570.0 1.708708732986200e22
257.72214 552.0 7.309571243047564e41
223.72214 561.0 4.305555109872402e19
279.72214 549.0 3.967223603978900e55
241.72214 558.0 3.999817062131635e31
273.72214 546.0 5.635718493793157e51
227.72214 543.0 2.628782666132616e21
243.72214 567.0 5.145642124269025e32
199.72214 576.0 6.854775421117334e2
207.72214 570.0 4.129970946917671e8
181.72214 564.0 4.839886928255537e-10
255.72214 549.0 3.035464417501740e40
255.72214 567.0 2.388562164591533e40
205.72214 573.0 2.495654977820038e7
249.72214 561.0 6.003277073384588e36
253.72214 552.0 1.506338184571292e39
185.72214 561.0 2.969974905467785e-7
255.72214 570.0 1.293804505820414e40
243.72214 552.0 4.337041219026750e32
219.72214 564.0 1.162446749980050e17
233.72214 570.0 1.413564262418224e26
223.72214 576.0 1.349502347870455e19
213.72214 567.0 7.783852262128531e12
209.72214 564.0 1.624257762473876e10
229.72214 570.0 3.083718189057079e23
189.72214 570.0 2.025012985142058e-4
217.72214 579.0 6.213297545587593e14
241.72214 573.0 1.345393011807913e31
229.72214 546.0 7.975133247561410e22
235.72214 567.0 3.606380820709099e27
239.72214 549.0 5.934786986196823e29
241.72214 546.0 8.726873590105385e30
223.72214 558.0 3.534410911089286e19
231.72214 546.0 1.290361955234400e24
235.72214 573.0 1.011545839954991e27
209.72214 567.0 1.995516679610762e10
205.72214 558.0 1.134388626281836e7
209.72214 573.0 1.160184116052768e10
285.72214 573.0 1.311345430019844e58
253.72214 564.0 1.901443282163762e39
219.72214 576.0 4.084272364794770e16
261.72214 543.0 7.651304927344517e43
285.72214 543.0 1.967018145029766e59
265.72214 540.0 3.189559665188173e46
263.72214 543.0 2.329973756356176e45
219.72214 555.0 8.011457330943588e16
257.72214 567.0 3.104064500472253e41
257.72214 555.0 7.309571243047564e41
189.72214 561.0 1.620010388113646e-4
267.72214 564.0 9.431515734893269e47
231.72214 552.0 3.548495376894599e24
217.72214 561.0 3.960977185312090e15
265.72214 555.0 9.728156978823928e46
219.72214 570.0 6.911845540421919e16
243.72214 573.0 1.837729330096080e32
269.72214 570.0 1.105432022507351e49
297.72214 561.0 3.066398158192952e66
255.72214 555.0 4.329268923322154e40
249.72214 567.0 4.062823877947146e36
223.72214 564.0 4.434079143002922e19
233.72214 576.0 5.654257049672897e25
199.72214 561.0 1.096764067378773e3
187.72214 576.0 6.007114708449408e-6
255.72214 579.0 2.985702705739417e39
205.72214 579.0 7.940720383972849e6
223.72214 570.0 4.241293093307143e19
281.72214 561.0 5.452897957076356e56
225.72214 552.0 4.549091912152134e20
239.72214 561.0 2.140120155628551e30
203.72214 561.0 6.169383511046098e5
279.72214 561.0 4.514426859700128e55
215.72214 570.0 1.727962705252402e14
195.72214 558.0 1.340470099792323e0
221.72214 582.0 9.531696519984863e16
213.72214 564.0 7.024452041433064e12
201.72214 564.0 4.991242826277403e4
231.72214 573.0 4.516266843320399e24
215.72214 552.0 6.143867396452986e13
187.72214 567.0 1.001185784741568e-5
235.72214 570.0 3.122598027687147e27
197.72214 579.0 2.711253929782294e1
229.72214 567.0 3.296388408992050e23
249.72214 546.0 2.728762306083904e36
245.72214 558.0 1.560048903979326e34
215.72214 555.0 1.267172650518428e14
279.72214 546.0 3.830422790048593e55
255.72214 561.0 4.030698652748212e40
263.72214 561.0 3.856508286382636e45
249.72214 558.0 5.093689638023287e36
201.72214 567.0 6.932281703163059e4
245.72214 576.0 3.565826066238460e33
265.72214 564.0 5.900685380598120e46
243.72214 564.0 6.762843934753576e32
255.72214 552.0 2.438323876353857e40
195.72214 573.0 3.016057724532727e0
215.72214 564.0 1.958357732619389e14
219.72214 573.0 4.241359763440723e16
203.72214 564.0 1.233876702209220e6
193.72214 567.0 4.970559793727919e-2
259.72214 543.0 4.222725983276759e42
199.72214 567.0 1.919337117912854e3
213.72214 558.0 4.366551268998932e12
217.72214 588.0 7.766621931984491e13
247.72214 558.0 2.701953396379054e35
187.72214 555.0 2.002371569483136e-6
271.72214 549.0 4.149298165830755e50
225.72214 561.0 8.968209769671351e20
275.72214 567.0 7.153131054471551e52
215.72214 549.0 4.223908835061428e13
267.72214 546.0 1.006028345055282e48
309.72214 564.0 7.478617029314262e72
