3.651315789473684070e+00 3.292561105906760766e+00
1.095394736842105132e+01 1.936980602704360344e+00
1.825657894736841769e+01 1.464028899189385946e+00
2.555921052631578760e+01 1.149653386245518050e+00
3.286184210526315752e+01 1.200407245977062054e+00
4.016447368421052033e+01 1.180867319418901218e+00
4.746710526315789025e+01 1.077753937405604212e+00
5.476973684210526017e+01 1.285287751624976771e+00
6.207236842105263008e+01 1.422634355744306411e+00
6.937500000000000000e+01 1.508103517349699274e+00
7.667763157894736992e+01 1.913916467037176439e+00
8.398026315789473983e+01 2.201576690804539993e+00
9.128289473684209554e+01 2.546293805248621922e+00
9.858552631578946546e+01 2.865268807029563547e+00
1.058881578947368354e+02 3.556147003442178267e+00
1.131907894736842053e+02 4.138645487194250627e+00
1.204934210526315752e+02 4.617723546353825093e+00
1.277960526315789451e+02 5.266459349133593371e+00
1.350986842105263008e+02 5.584732998494522427e+00
1.424013157894736992e+02 5.624603599261258857e+00
1.497039473684210407e+02 5.865178673339817017e+00
1.570065789473684390e+02 5.952333074333885143e+00
1.643092105263157805e+02 5.991222003113455763e+00
1.716118421052631504e+02 5.917383154680361024e+00
1.789144736842105203e+02 6.103357784668383523e+00
1.862171052631578618e+02 6.125334226909523672e+00
1.935197368421052602e+02 6.041331566106282303e+00
2.008223684210526017e+02 6.247704915218759147e+00
2.081250000000000000e+02 6.326584515664618102e+00
2.154276315789473415e+02 6.266588042258697477e+00
2.227302631578947398e+02 6.446796674214446021e+00
2.300328947368420813e+02 6.439630418277146440e+00
2.373355263157894797e+02 6.428822840485914902e+00
2.446381578947368212e+02 6.204574248848071072e+00
2.519407894736842195e+02 6.222278208615771966e+00
2.592434210526315610e+02 6.050441099809259704e+00
2.665460526315789593e+02 5.765761320834886128e+00
2.738486842105263008e+02 5.697707857589878522e+00
2.811513157894736423e+02 5.523836549962058307e+00
2.884539473684210407e+02 5.178475915688156128e+00
2.957565789473684390e+02 5.087320580725584129e+00
3.030592105263157805e+02 4.862949213204843524e+00
3.103618421052631220e+02 4.481706855037049131e+00
3.176644736842105203e+02 4.371506953938617990e+00
3.249671052631579187e+02 4.137542188842167512e+00
3.322697368421052602e+02 3.903979108481610893e+00
3.395723684210526017e+02 3.515311115305341794e+00
3.468750000000000000e+02 3.409454723947971999e+00
3.541776315789473415e+02 3.183069460298512787e+00
3.614802631578946830e+02 2.812837769009113309e+00
3.687828947368420813e+02 2.716446280468367114e+00
3.760855263157894797e+02 2.509376595650888220e+00
3.833881578947368212e+02 2.167818415440015301e+00
3.906907894736841627e+02 2.098406778640342196e+00
3.979934210526315610e+02 1.920558701615867392e+00
4.052960526315789593e+02 1.750087124981802411e+00
4.125986842105263008e+02 1.449525243604391278e+00
4.199013157894736423e+02 1.431340830874548331e+00
4.272039473684210407e+02 1.311559406987979237e+00
4.345065789473684390e+02 1.075401918645905397e+00
4.418092105263157805e+02 1.138574643773401007e+00
4.491118421052631220e+02 1.114331694959155961e+00
4.564144736842105203e+02 1.000000000000000000e+00
4.637171052631579187e+02 1.212290138662824646e+00
4.710197368421052033e+02 1.349405316796769227e+00
4.783223684210526017e+02 1.551059275979814522e+00
4.856250000000000000e+02 1.722555976532296640e+00
4.929276315789473415e+02 2.265145238050582321e+00
5.002302631578946830e+02 2.752790453249918556e+00
5.075328947368420813e+02 3.274537954181473864e+00
5.148355263157894797e+02 4.229944567103975039e+00
5.221381578947368780e+02 5.189710001107292747e+00
5.294407894736841627e+02 6.273926562939858620e+00
5.367434210526315610e+02 7.930216495284091671e+00
5.440460526315789593e+02 9.680795660656873025e+00
5.513486842105262440e+02 1.144902463247473179e+01
